,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
27,55.22,69.16,12.86,7.99,0.81,60.44,-6.87,-7.72,289.56,82.9,98203.17,18.74,109.26, ,75.275
28,56.13,70.2,12.85,8.38,0.83,60.03,-6.24,-5.59,288.68,85.64,96457.62,18.73,109.4, ,76.41250000000001
29,57.05,70.76,12.87,8.72,0.85,59.16,-5.67,-6.07,287.73,88.72,95145.2,18.73,109.54, ,77.5625
30,57.36,70.49,13.2,8.89,0.86,59.45,-4.95,-7.48,287.53,90.68,95327.58,18.72,109.68, ,77.94999999999999
31,58.23,71.92,13.44,9.36,0.88,57.24,-3.96,-8.05,287.69,92.48,96340.23,18.72,109.82, ,79.0375
32,57.6,73.1,13.57,9.82,0.9,54.68,-3.13,-8.05,288.76,90.16,98294.9,18.71,109.96, ,78.25
33,56.94,72.39,13.88,9.77,0.89,54.28,-2.82,-8.09,289.91,87.0,99779.2,18.7,110.1, ,77.425
34,56.94,72.47,13.83,9.56,0.86,54.97,-3.06,-8.53,290.76,85.73,100797.88,18.7,110.24, ,77.425
35,61.35,76.97,12.78,8.46,0.77,59.04,-4.23,-10.33,292.05,86.0,101781.85,18.69,110.38, ,82.9375
36,61.52,75.53,14.56,7.4,0.76,59.03,-5.36,-6.67,291.36,77.47,100991.58,18.89,108.71, ,83.15
37,55.64,71.0,14.05,7.59,0.79,60.12,-5.01,-4.09,290.94,78.24,99455.05,18.89,108.85, ,75.8
38,56.69,70.73,13.75,7.71,0.8,59.19,-7.17,-3.74,289.98,79.55,97660.89,18.88,108.99, ,77.1125
39,58.87,72.26,13.53,7.85,0.82,58.04,-8.39,-5.58,287.52,89.25,95017.27,18.88,109.13, ,79.83749999999999
40,59.85,73.17,13.59,8.32,0.84,57.11,-6.71,-7.22,287.17,92.41,95583.14,18.87,109.27, ,81.0625
41,59.16,72.6,13.69,8.79,0.87,56.1,-6.21,-6.42,287.95,89.16,96464.23,18.87,109.41, ,80.19999999999999
42,61.03,73.6,13.83,9.26,0.89,54.54,-6.24,-5.79,286.4,95.11,94219.47,18.86,109.55, ,82.5375
43,64.42,76.95,13.66,10.27,0.91,50.23,-4.44,-5.63,285.55,99.72,93534.92,18.86,109.69, ,86.775
44,62.07,75.93,13.58,10.56,0.93,49.07,-2.67,-5.81,286.64,98.23,95617.07,18.85,109.83, ,83.8375
45,58.49,73.03,13.83,10.4,0.94,50.54,-2.3,-6.61,288.09,92.9,97788.91,18.84,109.97, ,79.36250000000001
46,56.8,71.75,13.96,10.58,0.95,50.2,-2.35,-6.99,288.84,91.42,98872.83,18.84,110.11, ,77.25
47,55.29,70.96,14.13,11.04,0.95,50.39,-2.18,-7.16,289.59,90.67,99739.2,18.83,110.25, ,75.3625
48,57.82,72.89,13.66,9.79,0.86,53.3,-2.98,-8.38,291.04,87.25,101282.3,18.82,110.39, ,78.525
49,65.52,79.97,15.39,7.84,0.79,58.22,-5.76,-6.57,291.13,77.71,101611.34,19.02,108.71, ,88.14999999999999
50,57.42,72.76,15.22,8.08,0.82,59.47,-5.52,-4.84,291.43,76.75,101293.79,19.02,108.85, ,78.025
51,58.86,72.76,14.66,8.27,0.84,56.65,-7.58,-4.5,290.27,79.59,99281.75,19.01,108.99, ,79.825
52,61.87,74.82,14.59,8.33,0.86,56.24,-8.64,-4.09,287.15,91.59,95194.76,19.01,109.13, ,83.5875
53,66.15,79.31,14.0,9.2,0.89,50.81,-7.02,-5.08,285.5,99.94,93923.25,19.0,109.27, ,88.9375
54,64.26,77.88,14.07,9.92,0.92,49.9,-5.59,-5.16,286.21,98.34,95068.16,19.0,109.41, ,86.57500000000002
55,64.74,78.5,13.89,10.43,0.94,48.05,-5.06,-4.54,286.1,99.38,95046.95,18.99,109.55, ,87.17499999999998
56,64.28,78.11,13.81,11.11,0.96,46.29,-3.87,-4.32,286.11,99.71,95185.67,18.99,109.69, ,86.6
57,61.7,75.18,14.32,11.34,0.98,47.49,-2.61,-4.48,286.83,98.16,96402.14,18.98,109.83, ,83.375
58,58.91,73.39,14.11,11.33,0.99,46.8,-2.21,-5.26,287.66,95.04,97618.94,18.98,109.97, ,79.88749999999999
59,56.37,71.12,14.16,11.38,1.0,46.65,-2.03,-5.72,288.62,92.17,99005.09,18.97,110.11, ,76.71249999999999
60,54.12,69.44,14.45,11.99,1.0,46.84,-1.74,-5.9,289.59,89.89,100255.45,18.96,110.25, ,73.89999999999999
61,55.43,70.79,14.02,10.78,0.93,49.33,-2.36,-6.7,290.83,87.04,101363.48,18.96,110.39, ,75.5375
62,70.5,85.61,15.67,8.0,0.81,57.46,-6.61,-6.74,290.56,79.71,101700.9,19.16,108.72, ,94.375
63,62.19,77.97,15.9,8.46,0.85,58.07,-5.95,-5.37,290.62,79.73,101309.23,19.15,108.86, ,83.9875
64,61.81,75.63,15.73,8.7,0.88,56.31,-7.63,-4.82,289.7,82.8,99715.12,19.15,109.0, ,83.5125
65,63.55,77.34,15.22,9.01,0.91,53.1,-8.25,-3.96,287.44,92.53,96777.09,19.14,109.14, ,85.6875
66,63.52,76.35,15.25,9.77,0.93,51.15,-5.92,-3.14,286.45,97.53,95696.05,19.14,109.28, ,85.65
67,62.41,75.62,15.14,10.45,0.96,49.69,-4.28,-3.31,286.89,97.08,96687.29,19.13,109.42, ,84.26249999999999
68,61.48,75.12,14.92,10.93,0.99,48.3,-4.2,-3.36,287.14,96.44,97127.13,19.13,109.56, ,83.1
69,61.88,76.07,14.38,11.51,1.01,45.53,-3.85,-3.85,286.95,98.16,97161.09,19.12,109.7, ,83.6
70,59.7,74.08,14.4,12.17,1.04,44.29,-2.95,-3.91,287.47,96.05,97911.43,19.11,109.84, ,80.875
71,57.24,71.76,14.5,12.21,1.05,44.54,-2.49,-4.31,288.12,92.83,98565.86,19.11,109.98, ,77.80000000000001
72,54.72,69.42,14.43,12.36,1.06,43.88,-2.28,-4.9,288.96,89.79,99636.57,19.1,110.12, ,74.65
73,50.97,65.71,14.81,12.83,1.06,44.45,-1.97,-5.18,290.15,86.03,101096.8,19.1,110.26, ,69.9625
74,50.82,66.16,14.17,11.7,1.02,45.39,-2.13,-5.83,290.94,84.43,101807.16,19.09,110.4, ,69.775
75,56.8,71.07,14.3,10.01,0.89,50.99,-3.7,-7.15,291.56,84.68,102026.88,19.08,110.54, ,77.25
76,76.62,91.27,15.37,7.73,0.82,57.34,-7.84,-7.16,290.3,81.27,101814.87,19.29,108.72, ,102.025
77,67.48,83.21,15.76,8.57,0.88,55.34,-6.81,-6.0,290.16,81.23,101557.95,19.28,108.86, ,90.6
78,63.7,77.72,16.16,9.16,0.93,54.47,-6.81,-4.72,289.49,83.93,100363.54,19.28,109.0, ,85.875
79,63.32,77.27,16.0,9.67,0.96,52.22,-6.67,-3.81,288.12,90.2,98596.67,19.27,109.14, ,85.4
80,62.05,75.95,15.79,10.43,0.98,49.77,-5.48,-2.73,287.84,92.47,98353.62,19.27,109.28, ,83.8125
81,60.28,74.43,15.58,11.3,1.01,47.59,-4.49,-2.73,288.11,91.88,98786.56,19.26,109.43, ,81.6
82,58.87,73.23,15.4,11.85,1.03,46.25,-3.96,-2.86,288.07,92.3,98751.9,19.26,109.57, ,79.83749999999999
83,57.26,71.61,15.37,12.21,1.06,45.67,-3.41,-2.95,288.22,91.84,99050.88,19.25,109.71, ,77.825
84,55.94,70.52,15.2,12.76,1.09,44.18,-3.11,-3.62,288.68,89.8,99665.44,19.25,109.85, ,76.175
85,54.51,69.15,15.06,13.04,1.12,43.18,-3.04,-4.13,288.87,88.91,99775.48,19.24,109.99, ,74.3875
86,53.41,68.26,14.76,13.11,1.13,42.07,-2.93,-4.91,289.05,88.31,99881.25,19.23,110.13, ,73.01249999999999
87,50.59,65.63,14.76,13.41,1.13,41.69,-2.54,-5.02,289.85,85.5,100718.49,19.23,110.27, ,69.48750000000001
88,47.59,63.08,14.41,12.6,1.1,42.62,-2.53,-5.39,290.79,83.15,101663.82,19.22,110.41, ,65.73750000000001
89,53.55,69.76,14.19,10.98,0.98,46.53,-3.87,-6.65,291.39,83.58,102021.27,19.21,110.55, ,73.1875
90,74.23,88.77,15.47,8.29,0.87,54.89,-7.68,-6.19,289.92,82.33,101660.13,19.42,108.87, ,99.03750000000001
91,66.59,80.7,15.97,9.52,0.95,52.25,-6.22,-4.66,289.49,84.06,101224.2,19.41,109.01, ,89.48750000000001
92,62.61,77.49,15.9,10.66,0.99,49.03,-5.42,-3.59,289.2,85.9,100737.02,19.41,109.15, ,84.5125
93,60.94,75.85,15.87,11.48,1.02,46.93,-4.95,-2.73,288.92,87.45,100235.57,19.4,109.29, ,82.425
94,59.95,75.0,15.62,12.11,1.05,45.11,-4.83,-2.8,288.59,89.63,99770.91,19.4,109.43, ,81.1875
95,58.37,73.74,15.06,12.56,1.08,42.76,-4.57,-3.15,288.62,90.1,99850.31,19.39,109.57, ,79.2125
96,55.58,70.59,15.43,13.09,1.12,42.95,-4.06,-2.9,289.0,88.11,100245.18,19.38,109.71, ,75.725
97,54.84,70.18,14.96,13.49,1.15,40.93,-3.93,-3.69,289.08,87.47,100271.95,19.38,109.85, ,74.80000000000001
98,53.68,68.89,15.0,13.84,1.17,40.6,-3.92,-4.24,289.1,87.29,100223.08,19.37,109.99, ,73.35
99,53.32,68.99,14.21,13.89,1.19,38.71,-3.78,-5.19,289.18,87.35,100320.62,19.37,110.13, ,72.9
100,51.02,66.48,14.2,13.67,1.18,39.43,-3.25,-5.22,289.59,85.87,100639.8,19.36,110.27, ,70.025
101,48.18,63.71,14.23,13.42,1.16,39.83,-2.8,-5.04,290.2,83.92,101142.99,19.35,110.41, ,66.475
102,50.62,66.27,14.43,12.15,1.07,43.01,-3.46,-5.99,290.78,83.71,101559.38,19.35,110.55, ,69.525
103,76.22,89.98,15.25,8.85,0.89,52.55,-7.72,-5.18,289.79,82.85,101671.8,19.54,109.01, ,101.525
104,68.06,83.03,15.27,10.12,0.97,48.77,-6.24,-4.44,289.62,83.35,101503.57,19.54,109.16, ,91.325
105,62.16,77.01,15.78,11.29,1.03,46.53,-5.09,-3.33,289.43,83.99,101260.55,19.53,109.3, ,83.94999999999999
106,58.61,74.32,15.59,12.38,1.09,43.87,-4.93,-3.34,289.19,85.85,100806.93,19.53,109.44, ,79.51249999999999
107,57.41,73.55,15.25,13.22,1.13,41.3,-4.98,-3.7,288.98,87.36,100468.89,19.52,109.58, ,78.01249999999999
108,54.94,70.62,15.44,13.6,1.17,41.41,-4.54,-3.48,289.06,87.36,100472.22,19.52,109.72, ,74.925
109,53.35,69.07,15.18,14.08,1.2,40.04,-4.38,-3.91,289.26,86.43,100681.48,19.51,109.86, ,72.9375
110,52.54,68.35,14.81,14.63,1.22,38.64,-4.35,-4.34,289.4,85.72,100755.72,19.51,110.0, ,71.925
111,51.78,67.57,14.06,14.5,1.22,37.84,-4.35,-5.1,289.52,85.18,100847.82,19.5,110.14, ,70.975
112,51.13,67.58,13.1,14.36,1.22,36.41,-4.3,-5.86,289.78,84.4,101081.01,19.49,110.28, ,70.1625
113,49.09,64.89,13.49,13.96,1.2,37.59,-3.8,-5.39,289.89,84.42,100998.06,19.49,110.42, ,67.61250000000001
114,48.81,64.61,13.88,13.32,1.15,38.85,-3.35,-5.51,290.07,85.22,101100.19,19.48,110.56, ,67.2625
115,51.45,67.63,14.66,12.06,1.04,42.73,-4.21,-6.56,290.85,84.0,101750.2,19.47,110.7, ,70.5625
116,63.53,79.37,15.21,10.71,1.03,46.19,-6.42,-4.26,289.76,81.26,101829.15,19.67,109.3, ,85.6625
117,55.72,73.15,15.05,12.11,1.12,42.87,-5.77,-4.12,289.57,82.79,101408.25,19.66,109.44, ,75.9
118,54.61,72.0,14.99,13.25,1.17,40.75,-5.54,-3.99,289.12,85.52,100829.71,19.66,109.58, ,74.5125
119,53.35,70.86,14.4,13.86,1.21,38.97,-5.46,-4.29,289.08,86.82,100717.62,19.65,109.72, ,72.9375
120,51.82,69.26,14.02,14.68,1.23,37.36,-5.49,-4.25,289.38,85.44,100937.65,19.64,109.87, ,71.025
121,51.1,68.58,13.61,15.41,1.25,36.08,-5.49,-4.61,289.61,84.45,101100.09,19.64,110.01, ,70.125
122,50.35,67.71,12.81,15.35,1.25,35.53,-5.35,-4.97,289.82,83.41,101247.86,19.63,110.15, ,69.1875
123,49.64,66.75,11.96,14.82,1.24,35.51,-5.19,-5.78,290.0,82.73,101401.95,19.62,110.29, ,68.3
124,48.99,65.97,11.89,14.62,1.23,35.26,-4.91,-6.0,289.92,83.71,101283.02,19.62,110.43, ,67.48750000000001
125,47.65,64.44,12.27,14.15,1.21,35.73,-4.27,-5.83,289.98,84.73,101244.99,19.61,110.57, ,65.8125
126,47.29,63.7,13.32,13.63,1.16,37.84,-4.34,-5.88,290.54,83.93,101705.82,19.6,110.71, ,65.3625
127,51.21,69.47,13.85,12.39,1.05,41.07,-5.82,-8.25,291.19,82.94,102028.35,19.6,110.85, ,70.2625
128,72.63,86.97,15.44,9.37,0.94,51.23,-7.1,-5.21,289.98,80.44,102060.17,19.8,109.31, ,97.0375
129,58.89,75.56,15.17,10.99,1.08,46.85,-6.13,-4.9,289.73,81.32,101692.34,19.79,109.45, ,79.86250000000001
130,52.79,69.47,15.23,12.4,1.16,44.26,-5.38,-4.19,289.29,83.42,101178.48,19.79,109.59, ,72.2375
131,48.94,66.87,14.16,13.41,1.23,40.84,-5.23,-4.64,289.29,84.71,101083.02,19.78,109.73, ,67.425
132,47.91,65.5,13.77,14.6,1.25,38.92,-5.15,-4.17,289.52,84.15,101253.21,19.78,109.87, ,66.13749999999999
133,47.75,65.33,13.41,15.74,1.26,37.08,-5.13,-4.47,289.73,83.44,101406.0,19.77,110.01, ,65.9375
134,47.67,65.13,12.64,15.83,1.27,36.23,-5.25,-4.75,289.91,82.83,101479.42,19.76,110.15, ,65.8375
135,47.57,64.8,11.74,15.31,1.26,36.18,-5.28,-5.11,289.99,82.74,101484.64,19.76,110.29, ,65.7125
136,47.09,64.0,11.44,15.12,1.25,35.55,-5.17,-5.55,290.0,82.93,101497.6,19.75,110.44, ,65.11250000000001
137,46.31,62.94,11.58,14.37,1.23,35.8,-4.83,-5.78,290.06,83.33,101531.93,19.74,110.58, ,64.1375
138,45.75,62.05,12.57,14.2,1.2,36.48,-4.91,-6.34,290.39,83.06,101736.23,19.74,110.72, ,63.4375
139,48.11,66.33,13.31,13.66,1.12,38.1,-6.16,-7.9,290.91,83.11,101916.86,19.73,110.86, ,66.3875
140,54.68,74.73,14.19,12.19,0.96,44.68,-7.32,-9.14,291.44,83.02,102007.59,19.72,111.0, ,74.6
141,59.34,75.85,15.08,10.94,1.06,48.19,-7.06,-5.15,289.74,80.72,101784.26,19.92,109.6, ,80.425
142,51.14,68.68,14.44,12.05,1.15,45.46,-6.25,-5.23,289.76,81.73,101692.52,19.92,109.74, ,70.175
143,48.05,65.03,14.36,13.39,1.19,43.76,-5.6,-4.78,289.92,81.7,101812.48,19.91,109.88, ,66.3125
144,46.28,63.32,13.99,15.01,1.23,40.93,-5.38,-5.03,290.0,81.61,101819.68,19.9,110.02, ,64.1
145,45.71,62.55,13.37,15.91,1.26,38.71,-5.34,-5.15,289.83,82.5,101571.11,19.9,110.16, ,63.3875
146,45.53,62.25,12.51,15.73,1.27,38.29,-5.29,-5.46,289.85,83.49,101481.53,19.89,110.3, ,63.1625
147,45.88,62.36,12.11,15.19,1.25,37.86,-5.28,-5.64,290.1,82.73,101689.52,19.88,110.44, ,63.6
148,45.81,62.11,11.9,14.32,1.23,37.78,-5.51,-6.15,290.29,82.05,101824.57,19.88,110.58, ,63.5125
149,46.65,63.9,12.43,14.31,1.19,36.14,-5.91,-6.83,290.3,82.2,101821.05,19.87,110.73, ,64.5625
150,48.53,66.62,13.63,13.69,1.11,38.3,-6.59,-7.79,290.65,82.64,101886.02,19.86,110.87, ,66.9125
151,47.66,65.78,13.99,14.89,1.24,40.22,-7.57,-6.44,290.08,80.44,101983.74,20.03,110.17, ,65.82499999999999
152,47.05,65.43,13.56,15.9,1.27,38.68,-7.32,-6.88,290.15,81.8,101903.75,20.02,110.31, ,65.0625
153,47.92,66.12,13.12,15.2,1.23,38.55,-7.48,-7.08,290.4,81.59,102026.04,20.02,110.45, ,66.15
154,48.89,66.49,13.98,13.8,1.14,38.04,-6.99,-7.38,290.43,81.08,102019.45,20.0,110.73, ,67.3625
155,49.86,64.36,15.81,12.35,1.19,45.0,-6.88,-5.37,289.55,73.47,102078.34,20.3,110.04, ,68.575
156,45.81,60.52,15.46,13.38,1.27,44.54,-7.08,-6.33,289.44,75.56,101818.4,20.3,110.18, ,63.5125
157,47.71,63.11,15.47,13.67,1.26,44.27,-7.08,-7.08,289.51,77.57,101847.05,20.29,110.32, ,65.8875
158,46.31,59.25,15.78,12.78,1.25,47.09,-7.43,-5.75,289.12,75.64,101619.53,20.43,110.05, ,64.1375
159,43.77,56.8,15.23,13.42,1.31,46.7,-7.6,-6.2,288.71,77.99,101066.15,20.43,110.19, ,60.962500000000006
160,45.55,59.06,15.25,13.07,1.29,47.09,-6.97,-6.48,288.82,78.29,101264.61,20.42,110.33, ,63.1875
161,49.09,64.23,15.67,13.02,1.2,46.59,-6.82,-7.07,289.47,77.65,101972.08,20.41,110.47, ,67.61250000000001
162,49.45,61.75,16.81,12.68,1.22,48.32,-6.13,-5.88,288.52,72.7,101677.34,20.57,109.91, ,68.0625
163,43.62,55.5,16.16,13.0,1.3,49.37,-7.16,-6.12,288.45,76.32,101073.48,20.57,110.05, ,60.775
164,43.71,56.16,15.92,13.01,1.29,50.14,-7.57,-6.19,288.38,78.53,100775.98,20.56,110.2, ,60.8875
165,44.6,57.92,15.94,12.58,1.25,51.44,-7.27,-6.37,288.85,77.96,101347.64,20.55,110.34, ,62.0
166,47.09,62.34,16.47,12.33,1.14,51.41,-7.21,-6.67,289.41,76.36,102065.3,20.55,110.48, ,65.11250000000001
167,53.94,67.83,18.04,13.03,1.21,47.54,-5.03,-5.43,287.98,65.88,102128.23,20.71,109.78, ,73.675
168,40.9,52.13,17.26,14.41,1.34,48.3,-5.76,-5.61,288.25,71.19,101733.14,20.71,109.92, ,57.375
169,39.96,50.87,16.82,14.05,1.36,50.28,-6.57,-5.7,288.35,73.74,101417.65,20.7,110.06, ,56.2
170,42.43,54.16,16.82,12.86,1.28,53.72,-7.13,-5.78,288.75,75.59,101487.7,20.69,110.2, ,59.2875
171,47.76,61.46,18.89,14.4,1.32,47.54,-4.64,-5.16,287.93,62.57,102138.55,20.85,109.78, ,65.95
172,37.62,47.64,18.22,15.41,1.43,48.88,-5.24,-5.26,288.14,67.03,102023.34,20.84,109.92, ,53.275
173,37.54,47.37,18.16,15.07,1.38,51.05,-5.87,-5.28,288.49,69.86,102054.88,20.83,110.07, ,53.175
174,39.99,50.03,18.34,13.69,1.27,55.34,-6.25,-5.55,288.96,71.85,102155.09,20.83,110.21, ,56.237500000000004
175,49.28,63.01,19.84,15.81,1.4,46.25,-3.96,-5.19,287.47,60.16,102083.12,20.98,109.79, ,67.85
176,39.46,48.91,19.29,17.03,1.49,47.75,-4.25,-4.95,287.77,63.85,102042.5,20.97,109.93, ,55.575
177,37.84,46.91,19.42,17.0,1.43,50.5,-5.26,-4.94,288.1,66.49,102153.03,20.97,110.07, ,53.550000000000004
178,52.53,65.87,20.64,17.45,1.47,44.25,-3.84,-5.06,286.94,60.11,102069.52,21.11,109.79, ,71.9125
179,43.94,53.05,20.36,19.01,1.56,45.12,-3.38,-4.78,287.23,61.42,101966.3,21.11,109.94, ,61.175
180,40.42,48.74,20.84,19.54,1.51,46.4,-3.87,-4.66,287.49,62.46,101963.5,21.1,110.08, ,56.775000000000006
181,39.28,47.37,21.71,19.14,1.44,50.16,-4.6,-4.71,287.8,64.02,102063.41,21.09,110.22, ,55.35
182,44.12,47.1,12.45,1.24,0.43,68.47,-4.12,1.83,288.04,79.13,91215.55,21.29,101.34, ,61.4
183,48.18,51.26,13.4,1.3,0.45,68.1,-6.48,1.74,286.7,85.32,89933.41,21.29,101.49, ,66.475
184,53.82,57.02,14.43,1.45,0.47,65.44,-6.28,0.7,284.35,94.97,88537.84,21.3,101.63, ,73.525
185,55.32,69.01,21.55,17.93,1.47,44.6,-4.25,-5.24,287.03,61.58,102166.54,21.25,109.8, ,75.4
186,49.03,58.57,21.49,20.53,1.59,43.53,-3.28,-4.52,286.73,61.13,101997.94,21.24,109.94, ,67.5375
187,43.49,51.59,21.54,22.31,1.6,42.63,-3.32,-4.7,287.03,62.87,101864.55,21.23,110.09, ,60.612500000000004
188,41.02,48.46,22.84,22.66,1.55,44.16,-3.7,-3.95,287.4,62.61,101909.48,21.23,110.23, ,57.525000000000006
189,39.1,46.52,21.49,19.94,1.48,47.68,-4.02,-4.02,287.57,62.65,102108.97,21.22,110.37, ,55.125
190,38.98,46.7,19.76,16.6,1.39,53.47,-5.15,-4.7,287.86,64.42,102253.05,21.21,110.52, ,54.974999999999994
191,43.84,46.87,12.35,1.44,0.43,68.39,-2.3,-0.5,288.04,78.69,92967.34,21.42,101.2, ,61.050000000000004
192,46.13,49.26,13.43,1.54,0.45,68.39,-4.11,0.33,288.67,76.64,93413.77,21.42,101.34, ,63.9125
193,50.48,53.67,14.28,1.53,0.47,67.94,-6.57,0.88,286.75,84.7,91098.81,21.43,101.48, ,69.35
194,55.38,58.65,15.07,1.62,0.49,65.95,-6.32,0.94,284.44,94.43,89489.87,21.43,101.63, ,75.475
195,52.21,62.13,22.02,20.65,1.6,44.55,-3.87,-4.68,286.85,58.96,102071.59,21.37,109.95, ,71.5125
196,47.19,55.2,22.05,22.9,1.64,43.42,-3.25,-4.85,287.03,60.14,102016.86,21.37,110.09, ,65.2375
197,43.8,50.81,23.6,24.65,1.62,42.95,-3.29,-4.02,287.37,60.78,102063.53,21.36,110.24, ,61.0
198,41.38,47.55,22.62,23.14,1.58,44.46,-3.64,-3.41,287.67,61.21,102145.16,21.35,110.38, ,57.975
199,41.12,47.93,20.67,19.31,1.5,48.9,-4.31,-3.38,287.77,60.52,102200.65,21.35,110.52, ,57.65
200,43.22,52.0,20.12,17.49,1.42,52.4,-5.33,-4.43,287.56,62.3,102251.72,21.34,110.67, ,60.275
201,26.01,28.43,7.18,1.39,0.29,76.62,-3.81,0.95,289.53,62.27,90320.52,21.52,100.33, ,39.215
202,27.82,30.29,7.91,1.51,0.3,75.7,-3.66,-0.6,287.97,67.83,88561.2,21.52,100.47, ,41.025
203,31.19,33.86,9.09,1.68,0.33,72.99,-2.16,-2.03,288.18,69.77,90601.9,21.53,100.62, ,45.237500000000004
204,46.6,49.67,13.43,1.4,0.45,69.0,-6.55,-0.06,288.21,78.26,93022.7,21.56,101.33, ,64.5
205,51.78,54.9,14.24,1.4,0.47,67.83,-7.23,-0.22,285.68,89.1,90401.56,21.56,101.48, ,70.975
206,54.49,57.73,14.77,1.45,0.48,66.02,-6.24,0.59,284.99,92.23,90106.02,21.56,101.62, ,74.36250000000001
207,100.27,112.52,28.89,12.66,0.96,43.84,-4.48,-9.23,280.56,72.23,95659.41,21.59,107.52, ,131.58749999999998
208,95.12,112.08,27.65,16.77,1.13,42.25,-3.24,-8.72,284.56,58.52,101618.3,21.58,107.95, ,125.15
209,92.22,112.01,27.63,18.2,1.16,43.38,-4.04,-8.76,284.68,59.68,101865.12,21.57,108.09, ,121.52499999999999
210,64.35,81.12,23.74,18.89,1.54,43.85,-4.28,-6.66,286.57,57.35,102160.3,21.54,109.24, ,86.6875
211,62.5,79.04,23.67,18.48,1.5,44.86,-4.44,-6.78,286.85,59.49,102157.11,21.53,109.38, ,84.375
212,61.0,77.67,23.72,18.76,1.48,44.78,-4.43,-6.6,286.92,59.9,102257.43,21.52,109.53, ,82.5
213,60.04,75.77,23.24,18.67,1.5,42.8,-3.92,-5.51,286.56,57.1,102253.84,21.52,109.67, ,81.3
