,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, ,AQI
168,47.94,61.02,16.93,15.6,1.1,63.83,-7.43,-3.3,289.9,83.31,101714.16,20.71,109.92, ,68.48571428571428
169,45.58,59.37,16.86,15.65,1.11,67.16,-7.66,-3.3,289.7,85.18,101407.32,20.7,110.06, ,65.11428571428571
170,44.32,58.57,16.21,14.92,1.0,68.86,-7.99,-3.41,289.89,86.35,101478.69,20.69,110.2, ,63.31428571428571
171,51.38,63.4,17.88,15.87,1.07,61.34,-7.09,-2.95,289.53,77.11,102107.84,20.85,109.78, ,73.4
172,47.38,59.26,19.0,16.59,1.19,67.83,-7.19,-3.16,289.71,80.62,102001.48,20.84,109.92, ,67.6857142857143
173,45.8,57.81,18.94,16.42,1.14,69.8,-7.32,-3.02,289.94,81.89,102037.62,20.83,110.07, ,65.42857142857143
174,43.9,55.43,18.02,15.29,0.99,71.25,-7.43,-3.16,290.21,82.24,102139.84,20.83,110.21, ,62.71428571428571
175,51.71,63.32,19.36,17.16,1.13,63.75,-6.94,-2.53,288.93,73.63,102051.38,20.98,109.79, ,73.87142857142858
176,48.85,59.72,21.09,17.81,1.25,71.11,-6.91,-2.86,289.06,77.56,102019.75,20.97,109.93, ,69.78571428571428
177,47.23,58.22,21.38,17.39,1.18,75.07,-7.44,-3.09,289.53,79.83,102132.85,20.97,110.07, ,67.47142857142858
178,51.66,62.55,20.63,18.63,1.18,63.1,-6.84,-1.95,288.76,69.94,102032.61,21.11,109.79, ,73.8
179,49.45,58.84,23.28,19.57,1.3,68.98,-6.76,-2.29,288.7,72.32,101938.98,21.11,109.94, ,70.64285714285715
180,48.34,57.47,24.77,19.64,1.26,71.22,-6.72,-2.74,288.64,73.66,101943.31,21.1,110.08, ,69.05714285714286
181,46.94,55.98,25.68,19.0,1.17,75.43,-7.06,-3.16,289.03,76.88,102047.34,21.09,110.22, ,67.05714285714285
182,50.1,53.41,12.8,1.14,0.46,67.81,-1.6,2.98,287.93,81.86,91326.2,21.29,101.34, ,71.57142857142857
183,52.22,55.59,13.11,1.21,0.46,68.38,-2.98,2.9,287.04,84.73,90045.46,21.29,101.49, ,74.6
184,56.72,60.25,13.77,1.36,0.48,66.41,-2.87,2.24,285.12,90.82,88634.66,21.3,101.63, ,81.02857142857142
185,53.4,64.02,20.79,19.16,1.16,61.19,-6.3,-1.49,288.92,68.92,102128.57,21.25,109.8, ,76.28571428571428
186,51.07,59.51,24.48,20.61,1.31,66.37,-6.18,-1.59,288.67,70.41,101967.39,21.24,109.94, ,72.95714285714286
187,49.95,57.82,27.16,21.53,1.35,66.96,-6.45,-1.95,288.45,71.34,101843.02,21.23,110.09, ,71.35714285714286
188,48.62,56.27,29.25,21.4,1.31,69.03,-6.42,-2.2,288.42,71.85,101893.05,21.23,110.23, ,69.45714285714286
189,46.52,54.75,26.6,19.26,1.23,73.28,-6.51,-2.74,288.71,73.04,102093.46,21.22,110.37, ,66.45714285714286
190,45.7,54.51,23.41,16.92,1.11,78.2,-7.4,-3.18,289.31,75.5,102236.11,21.21,110.52, ,65.28571428571429
191,52.74,56.18,13.4,1.38,0.47,66.59,-0.43,0.28,288.15,81.32,93064.98,21.42,101.2, ,75.34285714285714
192,53.29,56.82,13.84,1.52,0.48,67.02,-1.85,1.21,288.8,78.55,93518.74,21.42,101.34, ,76.12857142857142
193,55.16,58.74,14.12,1.53,0.48,67.4,-3.53,1.8,287.18,83.83,91204.26,21.43,101.48, ,78.8
194,59.67,63.38,14.8,1.62,0.5,65.66,-3.66,1.95,285.29,90.31,89581.78,21.43,101.63, ,85.24285714285715
195,53.58,62.13,24.21,22.19,1.35,64.26,-5.83,-1.05,288.74,67.67,102039.09,21.37,109.95, ,76.54285714285714
196,52.58,60.07,28.51,24.19,1.44,63.94,-5.98,-1.32,288.66,69.33,101991.24,21.37,110.09, ,75.11428571428571
197,51.69,58.57,31.72,24.54,1.41,64.99,-6.22,-1.47,288.64,69.01,102043.41,21.36,110.24, ,73.84285714285714
198,50.54,57.62,29.4,22.61,1.36,68.19,-6.31,-1.83,288.67,69.4,102129.59,21.35,110.38, ,72.2
199,49.19,57.35,24.71,19.88,1.27,72.72,-6.59,-2.33,288.8,69.76,102185.66,21.35,110.52, ,70.27142857142857
200,49.28,59.09,22.85,18.62,1.16,76.44,-7.47,-3.05,289.03,72.13,102233.6,21.34,110.67, ,70.4
201,41.76,45.02,11.09,1.38,0.41,73.49,-3.56,1.33,288.6,79.3,90442.78,21.52,100.33, ,59.65714285714285
202,44.12,47.39,11.59,1.47,0.42,72.77,-2.64,0.09,286.87,86.35,88674.39,21.52,100.47, ,63.028571428571425
203,47.24,50.78,12.57,1.67,0.45,71.06,-0.86,-0.7,287.56,83.29,90711.41,21.53,100.62, ,67.4857142857143
204,53.41,56.94,13.81,1.42,0.48,68.41,-4.23,0.56,288.31,79.46,93127.13,21.56,101.33, ,76.29999999999998
205,56.33,59.88,14.11,1.39,0.48,67.42,-4.46,0.7,286.21,87.2,90498.5,21.56,101.48, ,80.47142857142858
206,59.83,63.57,14.72,1.42,0.5,65.12,-4.0,1.11,285.42,89.72,90192.8,21.56,101.62, ,85.47142857142856
207,106.21,127.16,19.13,11.88,0.97,42.14,-4.98,-2.25,283.66,85.7,95647.63,21.59,107.52, ,151.7285714285714
208,102.69,131.47,20.04,18.77,1.15,39.43,-2.33,-5.47,286.42,71.92,101547.23,21.58,107.95, ,146.7
209,101.98,132.78,21.03,21.41,1.18,39.67,-2.99,-5.98,286.27,72.93,101789.77,21.57,108.09, ,145.68571428571428
210,66.83,90.37,16.81,17.99,1.34,64.58,-3.82,-2.04,288.68,67.16,102105.2,21.54,109.24, ,95.47142857142858
211,63.02,83.55,16.46,18.08,1.25,64.23,-4.23,-1.37,288.94,67.91,102106.42,21.53,109.38, ,90.02857142857144
